"Age","Marital_Status","Race","Sex","Hrs_per_Week","Income","Net_Capital","EducationLevel_clean","Occupation_clean","WorkingClass_clean"
34,"Divorced","White","Male",40,"<=50K",2174,"Post-High_School","ManualLabor","Private"
29,"Divorced","White","Female",72,"<=50K",2174,"HigherEducation","Professional","Private"
40,"Married-spouse-absent","White","Male",60,"<=50K",2174,"HighSchool","ManualLabor","Private"
58,"Divorced","White","Female",40,"<=50K",2174,"HighSchool","Services","Private"
57,"Divorced","White","Male",37,"<=50K",2174,"HigherEducation","Services","Governemnt"
24,"Never-married","White","Female",40,"<=50K",2174,"HighSchool","Services","Private"
32,"Divorced","White","Male",40,"<=50K",2174,"HighSchool","Services","Private"
41,"Divorced","White","Male",40,"<=50K",2174,"HighSchool","SkilledLabor","Private"
27,"Never-married","Black","Male",40,"<=50K",2174,"HighSchool","ManualLabor","Private"
37,"Never-married","White","Male",40,"<=50K",2174,"Post-High_School","Professional","Private"
48,"Never-married","Black","Female",40,"<=50K",2174,"HighSchool","SkilledLabor","Private"
57,"Separated","White","Male",40,"<=50K",2174,"HighSchool","SkilledLabor","Private"
41,"Divorced","White","Male",45,"<=50K",2174,"Post-High_School","Sales","Private"
26,"Never-married","Black","Male",75,"<=50K",2174,"Post-High_School","ManualLabor","Private"
63,"Never-married","White","Male",40,"<=50K",2174,"HighSchool","SkilledLabor","Private"
45,"Divorced","White","Male",50,"<=50K",2174,"Post-High_School","Professional","Private"
21,"Never-married","White","Female",60,"<=50K",2174,"Post-High_School","Professional","Private"
31,"Never-married","White","Male",40,"<=50K",2174,"HighSchool","Services","Private"
28,"Never-married","White","Female",36,"<=50K",2174,"Post-High_School","Specialized","Private"
62,"Divorced","White","Female",40,"<=50K",2174,"HighSchool","SkilledLabor","Private"
41,"Never-married","White","Male",41,"<=50K",2174,"HighSchool","SkilledLabor","Private"
29,"Never-married","Black","Female",40,"<=50K",2174,"Post-High_School","Services","Governemnt"
24,"Never-married","White","Male",45,"<=50K",2174,"HigherEducation","Professional","Private"
29,"Never-married","White","Male",50,"<=50K",2174,"HighSchool","Professional","Private"
43,"Never-married","White","Male",40,"<=50K",2174,"Post-High_School","Services","Governemnt"
47,"Widowed","White","Female",40,"<=50K",2174,"HighSchool","Services","Private"
25,"Never-married","Asian-Pac-Islander","Male",40,"<=50K",2174,"HigherEducation","Sales","Private"
43,"Never-married","White","Male",45,"<=50K",2174,"Post-High_School","Services","Private"
25,"Never-married","Black","Female",50,"<=50K",2174,"Post-High_School","Specialized","Private"
27,"Never-married","White","Male",40,"<=50K",2174,"HighSchool","Protective Services","Governemnt"
27,"Never-married","Black","Male",40,"<=50K",2174,"HighSchool","Protective Services","Governemnt"
51,"Married-civ-spouse","White","Male",45,"<=50K",2105,"HighSchool","ManualLabor","Private"
31,"Married-civ-spouse","White","Male",40,"<=50K",2105,"HighSchool","Specialized","Private"
63,"Married-civ-spouse","Asian-Pac-Islander","Male",40,"<=50K",2105,"HighSchool","Services","Private"
23,"Married-civ-spouse","White","Female",40,"<=50K",2105,"HighSchool","SkilledLabor","Private"
24,"Married-civ-spouse","White","Male",50,"<=50K",2105,"MiddleSchool","Specialized","Private"
52,"Married-civ-spouse","White","Male",40,"<=50K",2105,"HighSchool","SkilledLabor","Private"
37,"Married-civ-spouse","White","Male",50,"<=50K",2105,"Post-High_School","Specialized","SelfEmployed"
33,"Married-civ-spouse","Black","Male",40,"<=50K",2105,"HighSchool","Services","Governemnt"
81,"Widowed","Black","Female",5,"<=50K",2062,"MiddleSchool","Domestic","Private"
67,"Widowed","White","Female",34,"<=50K",2062,"Elementary","SkilledLabor","Private"
66,"Never-married","White","Male",55,"<=50K",2050,"HighSchool","ManualLabor","Private"
69,"Widowed","White","Female",24,"<=50K",2050,"Post-High_School","Services","Private"
71,"Widowed","White","Male",20,"<=50K",2050,"HigherEducation","Professional","Governemnt"
46,"Divorced","White","Female",60,"<=50K",2036,"Post-High_School","Professional","SelfEmployed"
34,"Never-married","White","Male",30,"<=50K",2036,"HighSchool","SkilledLabor","Private"
38,"Divorced","White","Female",20,"<=50K",2036,"HighSchool","Services","Governemnt"
19,"Never-married","Black","Female",30,"<=50K",2036,"Post-High_School","Services","Private"
67,"Divorced","White","Female",40,"<=50K",2009,"HigherEducation","Services","Governemnt"
65,"Widowed","White","Male",44,"<=50K",2009,"HighSchool","Professional","Governemnt"
69,"Widowed","White","Female",40,"<=50K",1848,"HighSchool","Services","Private"
69,"Widowed","White","Female",12,"<=50K",1848,"HighSchool","Services","Private"
65,"Widowed","White","Female",20,"<=50K",1848,"Post-High_School","Professional","Private"
65,"Divorced","White","Female",50,"<=50K",1848,"HighSchool","Professional","Private"
69,"Never-married","White","Male",10,"<=50K",1848,"MiddleSchool","Specialized","SelfEmployed"
41,"Never-married","White","Female",40,"<=50K",1831,"HighSchool","SkilledLabor","Private"
33,"Never-married","Black","Female",40,"<=50K",1831,"HighSchool","Services","Governemnt"
44,"Divorced","White","Male",50,"<=50K",1831,"Post-High_School","ManualLabor","Private"
36,"Divorced","White","Female",40,"<=50K",1831,"HighSchool","Professional","Private"
29,"Divorced","White","Female",40,"<=50K",1831,"Post-High_School","Professional","Private"
40,"Divorced","White","Female",30,"<=50K",1831,"Post-High_School","Professional","Private"
47,"Divorced","White","Female",38,"<=50K",1831,"HighSchool","Services","Governemnt"
69,"Married-civ-spouse","White","Male",40,"<=50K",1797,"Elementary","Services","Private"
67,"Married-civ-spouse","White","Male",40,"<=50K",1797,"MiddleSchool","SkilledLabor","Private"
65,"Married-civ-spouse","White","Male",21,"<=50K",1797,"Elementary","Specialized","SelfEmployed"
78,"Married-civ-spouse","White","Male",15,"<=50K",1797,"MiddleSchool","ManualLabor","Private"
67,"Married-civ-spouse","White","Male",20,"<=50K",1797,"HighSchool","Specialized","SelfEmployed"
34,"Never-married","White","Female",20,"<=50K",1639,"Post-High_School","Professional","Private"
45,"Divorced","White","Female",45,"<=50K",1506,"HigherEducation","Professional","Governemnt"
46,"Divorced","White","Female",50,"<=50K",1506,"Post-High_School","Professional","Governemnt"
44,"Married-spouse-absent","White","Female",45,"<=50K",1506,"Post-High_School","SkilledLabor","Private"
39,"Divorced","White","Female",40,"<=50K",1506,"HigherEducation","Professional","Private"
41,"Divorced","White","Female",50,"<=50K",1506,"HighSchool","SkilledLabor","Private"
40,"Divorced","White","Female",40,"<=50K",1506,"Post-High_School","Sales","SelfEmployed"
37,"Divorced","White","Male",40,"<=50K",1506,"HighSchool","SkilledLabor","Private"
39,"Divorced","White","Male",40,"<=50K",1506,"Post-High_School","Professional","Private"
49,"Never-married","Black","Female",40,"<=50K",1506,"HighSchool","ManualLabor","Private"
40,"Divorced","White","Female",40,"<=50K",1506,"HigherEducation","Professional","Governemnt"
43,"Divorced","White","Female",36,"<=50K",1506,"HigherEducation","Professional","Governemnt"
49,"Widowed","White","Female",35,"<=50K",1506,"HigherEducation","Professional","Private"
42,"Divorced","White","Male",50,"<=50K",1506,"HighSchool","Sales","Private"
41,"Divorced","White","Female",40,"<=50K",1506,"HigherEducation","Professional","Governemnt"
61,"Widowed","White","Female",35,"<=50K",1471,"HighSchool","Services","Governemnt"
34,"Never-married","Asian-Pac-Islander","Male",40,"<=50K",1471,"HigherEducation","Professional","Governemnt"
32,"Divorced","White","Female",38,"<=50K",1471,"HighSchool","Specialized","Private"
33,"Separated","White","Female",40,"<=50K",1471,"HighSchool","Services","Private"
48,"Married-spouse-absent","White","Female",40,"<=50K",1471,"HighSchool","Services","Governemnt"
53,"Divorced","White","Female",40,"<=50K",1471,"Post-High_School","Services","Private"
40,"Separated","White","Female",32,"<=50K",1471,"Post-High_School","Specialized","Private"
72,"Married-civ-spouse","White","Male",6,"<=50K",1455,"HigherEducation","Sales","Private"
69,"Married-civ-spouse","White","Male",35,"<=50K",1424,"MiddleSchool","Services","Private"
76,"Married-civ-spouse","White","Male",24,"<=50K",1424,"HighSchool","Sales","Private"
69,"Married-civ-spouse","White","Male",6,"<=50K",1424,"HighSchool","SkilledLabor","Governemnt"
66,"Married-civ-spouse","White","Male",50,"<=50K",1409,"HighSchool","Specialized","SelfEmployed"
66,"Married-civ-spouse","White","Male",40,"<=50K",1409,"HighSchool","Specialized","SelfEmployed"
80,"Married-civ-spouse","White","Male",40,"<=50K",1409,"HighSchool","Services","SelfEmployed"
73,"Married-civ-spouse","White","Male",75,"<=50K",1173,"HigherEducation","Professional","Private"
42,"Divorced","White","Male",50,"<=50K",1151,"HighSchool","Sales","SelfEmployed"
35,"Never-married","White","Female",40,"<=50K",1151,"HighSchool","Specialized","Private"
38,"Divorced","White","Female",40,"<=50K",1151,"HigherEducation","Sales","Private"
37,"Divorced","White","Female",35,"<=50K",1151,"HigherEducation","Professional","Governemnt"
30,"Divorced","White","Male",30,"<=50K",1151,"HighSchool","Sales","Private"
24,"Never-married","Other","Male",40,"<=50K",1151,"Post-High_School","Protective Services","Governemnt"
44,"Never-married","Black","Female",50,"<=50K",1151,"Post-High_School","Professional","Private"
34,"Divorced","White","Female",48,"<=50K",1151,"HighSchool","ManualLabor","Private"
65,"Never-married","White","Male",60,"<=50K",1086,"HigherEducation","Professional","SelfEmployed"
17,"Never-married","White","Male",24,"<=50K",1055,"MiddleSchool","Services","Private"
26,"Never-married","White","Male",40,"<=50K",1055,"HigherEducation","Professional","Governemnt"
17,"Never-married","White","Female",20,"<=50K",1055,"HighSchool","Services","Private"
64,"Never-married","White","Male",40,"<=50K",1055,"HighSchool","Services","SelfEmployed"
17,"Never-married","Amer-Indian-Eskimo","Female",20,"<=50K",1055,"HighSchool","Services","Private"
33,"Never-married","White","Female",40,"<=50K",1055,"HighSchool","Services","Private"
33,"Never-married","White","Female",40,"<=50K",1055,"HigherEducation","Services","Governemnt"
18,"Never-married","White","Male",20,"<=50K",1055,"HighSchool","Services","Private"
19,"Separated","White","Female",40,"<=50K",1055,"HighSchool","Professional","Private"
18,"Never-married","White","Female",30,"<=50K",1055,"HighSchool","Sales","Private"
21,"Never-married","White","Female",30,"<=50K",1055,"HighSchool","Services","Private"
26,"Never-married","Black","Male",32,"<=50K",1055,"HighSchool","Services","Private"
43,"Never-married","Asian-Pac-Islander","Female",40,"<=50K",1055,"Post-High_School","ManualLabor","Private"
18,"Never-married","White","Male",25,"<=50K",1055,"HighSchool","ManualLabor","Private"
21,"Never-married","White","Female",32,"<=50K",1055,"Post-High_School","Professional","Private"
62,"Never-married","Black","Female",22,"<=50K",1055,"MiddleSchool","Domestic","Private"
19,"Never-married","White","Male",40,"<=50K",1055,"HighSchool","Sales","Private"
20,"Never-married","White","Male",20,"<=50K",1055,"Post-High_School","Sales","Private"
17,"Never-married","White","Female",18,"<=50K",1055,"HighSchool","Sales","Private"
22,"Never-married","White","Female",30,"<=50K",1055,"HigherEducation","Services","Private"
23,"Never-married","White","Male",20,"<=50K",1055,"Post-High_School","Services","Private"
67,"Widowed","White","Female",18,"<=50K",991,"HighSchool","Sales","Private"
69,"Widowed","White","Female",18,"<=50K",991,"HighSchool","Services","Private"
65,"Separated","White","Male",20,"<=50K",991,"HighSchool","Protective Services","Private"
54,"Widowed","White","Male",40,"<=50K",914,"HighSchool","SkilledLabor","Private"
33,"Divorced","White","Female",40,"<=50K",914,"HigherEducation","Professional","Private"
55,"Widowed","White","Female",50,"<=50K",914,"HigherEducation","Professional","Governemnt"
41,"Widowed","White","Male",40,"<=50K",914,"HighSchool","Professional","Private"
25,"Never-married","White","Male",40,"<=50K",914,"MiddleSchool","SkilledLabor","Private"
48,"Separated","White","Female",40,"<=50K",914,"HighSchool","Services","Private"
40,"Divorced","White","Female",40,"<=50K",914,"Post-High_School","Services","Private"
43,"Divorced","White","Female",40,"<=50K",914,"HigherEducation","Professional","Governemnt"
34,"Never-married","Black","Male",60,"<=50K",594,"HighSchool","Specialized","Governemnt"
56,"Widowed","Black","Female",20,"<=50K",594,"HighSchool","Services","Private"
18,"Never-married","White","Male",40,"<=50K",594,"MiddleSchool","ManualLabor","Private"
57,"Divorced","White","Female",10,"<=50K",594,"Post-High_School","Professional","Private"
20,"Never-married","White","Female",16,"<=50K",594,"Post-High_School","Services","Private"
21,"Never-married","White","Male",40,"<=50K",594,"HighSchool","SkilledLabor","Private"
18,"Never-married","White","Male",30,"<=50K",594,"HighSchool","ManualLabor","Private"
17,"Never-married","White","Male",10,"<=50K",594,"HighSchool","Services","Private"
43,"Divorced","White","Male",16,"<=50K",594,"HighSchool","ManualLabor","Private"
20,"Never-married","Black","Female",20,"<=50K",594,"Post-High_School","Professional","Private"
26,"Divorced","White","Female",35,"<=50K",594,"Post-High_School","Sales","Private"
43,"Divorced","White","Female",20,"<=50K",594,"Post-High_School","Services","Governemnt"
49,"Divorced","White","Female",10,"<=50K",594,"HighSchool","Services","Governemnt"
28,"Never-married","White","Male",50,"<=50K",594,"HigherEducation","Professional","Private"
38,"Never-married","White","Male",50,"<=50K",594,"HighSchool","ManualLabor","Private"
19,"Never-married","White","Female",20,"<=50K",594,"Post-High_School","Services","Private"
44,"Never-married","White","Male",25,"<=50K",594,"Post-High_School","Domestic","Private"
18,"Never-married","White","Male",20,"<=50K",594,"HighSchool","SkilledLabor","Private"
18,"Never-married","White","Female",4,"<=50K",594,"HighSchool","Services","SelfEmployed"
17,"Never-married","White","Male",30,"<=50K",594,"HighSchool","SkilledLabor","Private"
19,"Never-married","White","Male",40,"<=50K",594,"Post-High_School","SkilledLabor","Private"
20,"Never-married","Black","Male",20,"<=50K",594,"HighSchool","Services","Private"
19,"Never-married","White","Male",24,"<=50K",594,"Post-High_School","Services","Governemnt"
22,"Never-married","White","Female",25,"<=50K",594,"Post-High_School","Professional","Governemnt"
18,"Never-married","White","Male",14,"<=50K",594,"HighSchool","Sales","Private"
21,"Never-married","White","Female",4,"<=50K",594,"Post-High_School","Services","Governemnt"
24,"Never-married","White","Female",15,"<=50K",594,"HighSchool","Services","Private"
17,"Never-married","White","Male",40,"<=50K",594,"HighSchool","SkilledLabor","Private"
77,"Never-married","White","Male",20,"<=50K",401,"HighSchool","SkilledLabor","SelfEmployed"
38,"Never-married","Black","Female",38,"<=50K",114,"HighSchool","Services","Governemnt"
20,"Never-married","Black","Female",20,"<=50K",114,"MiddleSchool","Services","Private"
39,"Divorced","White","Female",45,"<=50K",114,"Post-High_School","Services","Private"
33,"Divorced","White","Male",55,"<=50K",114,"MiddleSchool","SkilledLabor","Private"
38,"Widowed","Black","Male",40,"<=50K",114,"HighSchool","ManualLabor","Private"
25,"Never-married","White","Female",40,"<=50K",114,"HighSchool","Services","Private"
50,"Married-civ-spouse","White","Male",13,"<=50K",0,"HigherEducation","Professional","SelfEmployed"
38,"Divorced","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
53,"Married-civ-spouse","Black","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
28,"Married-civ-spouse","Black","Female",40,"<=50K",0,"HigherEducation","Professional","Private"
37,"Married-civ-spouse","White","Female",40,"<=50K",0,"HigherEducation","Professional","Private"
49,"Married-spouse-absent","Black","Female",16,"<=50K",0,"MiddleSchool","Services","Private"
52,"Married-civ-spouse","White","Male",45,">50K",0,"HighSchool","Professional","SelfEmployed"
37,"Married-civ-spouse","Black","Male",80,">50K",0,"Post-High_School","Professional","Private"
30,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K",0,"HigherEducation","Professional","Governemnt"
23,"Never-married","White","Female",30,"<=50K",0,"HigherEducation","Services","Private"
32,"Never-married","Black","Male",50,"<=50K",0,"Post-High_School","Sales","Private"
34,"Married-civ-spouse","Amer-Indian-Eskimo","Male",45,"<=50K",0,"MiddleSchool","ManualLabor","Private"
25,"Never-married","White","Male",35,"<=50K",0,"HighSchool","Specialized","SelfEmployed"
32,"Never-married","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
38,"Married-civ-spouse","White","Male",50,"<=50K",0,"HighSchool","Sales","Private"
43,"Divorced","White","Female",45,">50K",0,"HigherEducation","Professional","SelfEmployed"
40,"Married-civ-spouse","White","Male",60,">50K",0,"HigherEducation","Professional","Private"
54,"Separated","Black","Female",20,"<=50K",0,"HighSchool","Services","Private"
35,"Married-civ-spouse","Black","Male",40,"<=50K",0,"MiddleSchool","Specialized","Governemnt"
59,"Divorced","White","Female",40,"<=50K",0,"HighSchool","Specialized","Private"
56,"Married-civ-spouse","White","Male",40,">50K",0,"HigherEducation","Specialized","Governemnt"
19,"Never-married","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
39,"Divorced","White","Male",80,"<=50K",0,"HighSchool","Professional","Private"
49,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
23,"Never-married","White","Male",52,"<=50K",0,"Post-High_School","Protective Services","Governemnt"
20,"Never-married","Black","Male",44,"<=50K",0,"Post-High_School","Sales","Private"
30,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","Services","Governemnt"
22,"Married-civ-spouse","Black","Male",15,"<=50K",0,"Post-High_School","Services","Governemnt"
48,"Never-married","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
21,"Never-married","White","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
19,"Married-AF-spouse","White","Female",25,"<=50K",0,"HighSchool","Services","Private"
48,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","Professional","SelfEmployed"
31,"Married-civ-spouse","White","Male",43,"<=50K",0,"MiddleSchool","SkilledLabor","Private"
53,"Married-civ-spouse","White","Male",40,"<=50K",0,"HigherEducation","Professional","SelfEmployed"
24,"Married-civ-spouse","White","Male",50,"<=50K",0,"HigherEducation","Specialized","Private"
49,"Separated","White","Female",40,"<=50K",0,"HighSchool","Services","Private"
25,"Never-married","White","Male",35,"<=50K",0,"HighSchool","ManualLabor","Private"
57,"Married-civ-spouse","Black","Male",40,">50K",0,"HigherEducation","Professional","Governemnt"
53,"Married-civ-spouse","White","Male",38,"<=50K",0,"HighSchool","SkilledLabor","Private"
44,"Divorced","White","Female",40,"<=50K",0,"HigherEducation","Professional","Private"
41,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Governemnt"
29,"Never-married","White","Male",43,"<=50K",0,"Post-High_School","Professional","Private"
25,"Married-civ-spouse","Other","Female",40,"<=50K",0,"Post-High_School","Professional","Private"
50,"Divorced","White","Male",55,">50K",0,"HigherEducation","Professional","Governemnt"
47,"Divorced","White","Male",60,"<=50K",0,"HighSchool","Professional","SelfEmployed"
43,"Married-civ-spouse","White","Male",40,">50K",0,"Post-High_School","Specialized","Private"
46,"Married-civ-spouse","White","Male",40,"<=50K",0,"Elementary","SkilledLabor","Private"
35,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","Services","Private"
41,"Married-civ-spouse","White","Male",48,"<=50K",0,"HighSchool","Services","Private"
48,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
42,"Married-civ-spouse","White","Male",45,">50K",0,"HigherEducation","Professional","Private"
29,"Divorced","White","Male",58,"<=50K",0,"Post-High_School","Specialized","Private"
36,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
28,"Divorced","White","Female",40,"<=50K",0,"Post-High_School","Services","Private"
53,"Married-civ-spouse","White","Female",40,">50K",0,"HighSchool","Services","Private"
49,"Married-civ-spouse","White","Male",50,">50K",0,"Post-High_School","Professional","SelfEmployed"
19,"Never-married","White","Male",32,"<=50K",0,"Post-High_School","Professional","Private"
31,"Separated","Black","Female",40,"<=50K",0,"HigherEducation","Sales","Private"
29,"Married-civ-spouse","White","Male",70,">50K",0,"HigherEducation","Sales","SelfEmployed"
23,"Never-married","White","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
79,"Married-civ-spouse","White","Male",20,"<=50K",0,"Post-High_School","Professional","Private"
27,"Never-married","White","Male",40,"<=50K",0,"HighSchool","Services","Private"
40,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","Services","Private"
18,"Never-married","White","Female",22,"<=50K",0,"HighSchool","Services","Private"
31,"Married-civ-spouse","White","Male",40,"<=50K",0,"MiddleSchool","Specialized","Governemnt"
18,"Never-married","White","Male",30,"<=50K",0,"HighSchool","Sales","Private"
52,"Married-civ-spouse","White","Male",40,"<=50K",0,"HigherEducation","Services","Private"
46,"Married-civ-spouse","White","Female",40,"<=50K",0,"HighSchool","Services","Private"
59,"Married-civ-spouse","White","Male",48,"<=50K",0,"HighSchool","Sales","Private"
53,"Divorced","White","Female",35,"<=50K",0,"HighSchool","Sales","Private"
49,"Married-civ-spouse","White","Male",40,">50K",0,"HighSchool","Protective Services","Governemnt"
33,"Married-civ-spouse","White","Male",50,"<=50K",0,"HigherEducation","Professional","Private"
30,"Never-married","White","Male",40,"<=50K",0,"MiddleSchool","Sales","Private"
43,"Never-married","White","Female",50,">50K",0,"HigherEducation","Professional","Governemnt"
57,"Married-civ-spouse","White","Male",40,"<=50K",0,"Post-High_School","Professional","Private"
37,"Divorced","White","Female",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
28,"Divorced","Black","Female",25,"<=50K",0,"Post-High_School","SkilledLabor","Private"
34,"Married-civ-spouse","White","Male",40,">50K",0,"HigherEducation","Protective Services","Governemnt"
29,"Never-married","White","Male",50,"<=50K",0,"Post-High_School","ManualLabor","Governemnt"
37,"Married-civ-spouse","White","Male",48,">50K",0,"Post-High_School","Sales","Private"
48,"Divorced","White","Female",40,"<=50K",0,"Post-High_School","Professional","Private"
32,"Never-married","Black","Male",40,"<=50K",0,"HighSchool","Services","Governemnt"
76,"Married-civ-spouse","White","Male",40,">50K",0,"HigherEducation","Professional","Private"
47,"Never-married","White","Female",50,"<=50K",0,"HigherEducation","Professional","SelfEmployed"
20,"Never-married","White","Female",40,"<=50K",0,"Post-High_School","Specialized","Private"
29,"Never-married","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
30,"Never-married","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
31,"Never-married","White","Female",40,"<=50K",0,"HighSchool","Services","Governemnt"
42,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
24,"Never-married","White","Male",40,"<=50K",0,"HigherEducation","Sales","Private"
38,"Married-civ-spouse","White","Male",40,">50K",0,"HigherEducation","Professional","Private"
36,"Never-married","White","Female",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
53,"Married-civ-spouse","White","Male",50,"<=50K",0,"MiddleSchool","ManualLabor","Private"
56,"Married-civ-spouse","White","Male",50,"<=50K",0,"Post-High_School","Sales","SelfEmployed"
49,"Married-civ-spouse","Black","Male",40,">50K",0,"Post-High_School","SkilledLabor","Governemnt"
55,"Married-civ-spouse","White","Male",56,"<=50K",0,"Post-High_School","Sales","Private"
22,"Never-married","White","Male",41,"<=50K",0,"HighSchool","SkilledLabor","Private"
21,"Never-married","White","Female",40,"<=50K",0,"Post-High_School","Services","Private"
40,"Married-civ-spouse","White","Male",60,"<=50K",0,"HigherEducation","Professional","Private"
30,"Never-married","Black","Male",40,"<=50K",0,"HigherEducation","Professional","Private"
29,"Married-civ-spouse","White","Male",50,">50K",0,"HigherEducation","Professional","Governemnt"
19,"Never-married","Black","Male",35,"<=50K",0,"Post-High_School","Services","Private"
47,"Married-civ-spouse","White","Female",40,">50K",0,"HigherEducation","Professional","Private"
31,"Married-civ-spouse","White","Male",40,">50K",0,"Post-High_School","Services","Private"
39,"Divorced","White","Male",40,"<=50K",0,"Post-High_School","SkilledLabor","Private"
28,"Never-married","White","Female",60,"<=50K",0,"Post-High_School","Sales","Private"
37,"Married-civ-spouse","White","Male",50,"<=50K",0,"HigherEducation","Sales","Private"
46,"Divorced","Black","Female",36,"<=50K",0,"Post-High_School","Specialized","Private"
38,"Married-civ-spouse","White","Male",40,">50K",0,"HigherEducation","Professional","Governemnt"
43,"Married-civ-spouse","White","Male",60,"<=50K",0,"HighSchool","SkilledLabor","SelfEmployed"
27,"Married-civ-spouse","White","Female",35,"<=50K",0,"Post-High_School","Services","Private"
20,"Never-married","White","Male",20,"<=50K",0,"Post-High_School","Sales","Private"
49,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K",0,"Post-High_School","SkilledLabor","Private"
61,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","SkilledLabor","SelfEmployed"
27,"Never-married","White","Female",40,"<=50K",0,"Post-High_School","Sales","Private"
19,"Never-married","White","Male",30,"<=50K",0,"Post-High_School","Services","Private"
70,"Never-married","White","Male",40,"<=50K",0,"Post-High_School","Specialized","Private"
31,"Never-married","Black","Female",30,"<=50K",0,"HighSchool","ManualLabor","Private"
22,"Married-civ-spouse","White","Male",24,"<=50K",0,"Post-High_School","Services","Private"
36,"Widowed","White","Female",24,"<=50K",0,"HighSchool","Services","Private"
47,"Divorced","White","Female",38,"<=50K",0,"Post-High_School","Services","Governemnt"
34,"Never-married","White","Female",40,"<=50K",0,"HighSchool","Services","Private"
33,"Never-married","Asian-Pac-Islander","Female",40,"<=50K",0,"HigherEducation","Professional","Private"
21,"Never-married","White","Male",35,"<=50K",0,"HighSchool","SkilledLabor","Private"
48,"Married-civ-spouse","White","Male",46,"<=50K",0,"HighSchool","SkilledLabor","Private"
23,"Never-married","White","Male",40,"<=50K",0,"HigherEducation","ManualLabor","Private"
29,"Divorced","White","Male",60,"<=50K",0,"HighSchool","SkilledLabor","Private"
42,"Separated","Black","Male",50,"<=50K",0,"HigherEducation","Services","Private"
25,"Never-married","White","Female",40,"<=50K",0,"HighSchool","Services","Private"
44,"Divorced","Asian-Pac-Islander","Female",40,"<=50K",0,"HigherEducation","Professional","SelfEmployed"
28,"Never-married","Asian-Pac-Islander","Female",40,"<=50K",0,"HighSchool","Professional","Private"
45,"Married-civ-spouse","White","Male",40,">50K",0,"HigherEducation","Sales","SelfEmployed"
36,"Divorced","White","Female",40,"<=50K",0,"Post-High_School","Services","Private"
39,"Never-married","White","Male",42,"<=50K",0,"Post-High_School","Professional","Governemnt"
46,"Widowed","White","Male",40,"<=50K",0,"HigherEducation","Protective Services","Governemnt"
18,"Never-married","White","Male",16,"<=50K",0,"HighSchool","ManualLabor","Private"
66,"Widowed","White","Female",20,"<=50K",0,"Post-High_School","Professional","Governemnt"
28,"Married-civ-spouse","White","Male",40,"<=50K",0,"HighSchool","Protective Services","Governemnt"
27,"Never-married","White","Male",50,"<=50K",0,"HigherEducation","SkilledLabor","Private"
28,"Married-civ-spouse","White","Male",40,">50K",0,"HigherEducation","Professional","Governemnt"
27,"Married-spouse-absent","White","Female",25,"<=50K",0,"HighSchool","Sales","Private"
21,"Never-married","Black","Male",40,"<=50K",0,"HighSchool","SkilledLabor","Private"
34,"Never-married","Black","Male",40,"<=50K",0,"HighSchool","ManualLabor","Private"
18,"Never-married","White","Male",12,"<=50K",0,"HighSchool","Services","Private"
33,"Married-civ-spouse","White","Male",65,"<=50K",0,"HigherEducation","Professional","Private"
44,"Married-civ-spouse","Black","Male",38,">50K",0,"Post-High_School","Professional","Governemnt"
43,"Divorced","White","Female",40,"<=50K",0,"Post-High_School","Services","Private"
30,"Never-married","Black","Male",45,"<=50K",0,"Post-High_School","SkilledLabor","Private"
40,"Married-civ-spouse","White","Male",40,">50K",0,"MiddleSchool","SkilledLabor","Private"
37,"Married-civ-spouse","White","Male",42,">50K",0,"Post-High_School","Services","Governemnt"
34,"Married-civ-spouse","Black","Male",40,"<=50K",0,"HighSchool","Services","Private"
41,"Divorced","White","Female",40,"<=50K",0,"HigherEducation","Professional","SelfEmployed"
31,"Married-civ-spouse","White","Female",50,"<=50K",0,"HigherEducation","Professional","Private"
